severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2026-06-25T19:40:56+0000		85.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=85.0, endLine=85.0, startOffset=26.0, endOffset=39.0}	15min	AZ8ATP04L918jjhl3eMZ	51d70a863574547d395d13b6d3a466df	OPEN
MINOR	2026-06-25T19:40:56+0000		86.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=86.0, endLine=86.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP04L918jjhl3eMa	4e4d9b7ce3f6e088210f062cd1bd4049	OPEN
MINOR	2026-06-25T19:40:56+0000		96.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=96.0, endLine=96.0, startOffset=26.0, endOffset=39.0}	15min	AZ8ATP04L918jjhl3eMb	1398b1b92eab9a69b7c89d79a0057c01	OPEN
MINOR	2026-06-25T19:40:56+0000		97.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=97.0, endLine=97.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP04L918jjhl3eMc	13600653eacfce637acce8ded6592ada	OPEN
MINOR	2026-06-25T19:40:56+0000		103.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=103.0, endLine=103.0, startOffset=26.0, endOffset=39.0}	15min	AZ8ATP04L918jjhl3eMd	a197755ba477bcc4206fba380985b5c0	OPEN
MINOR	2026-06-25T19:40:56+0000		104.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=104.0, endLine=104.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP05L918jjhl3eMe	3840d5ecb88c9d0e66a9a63f1f3a1aa6	OPEN
MINOR	2026-06-25T19:40:56+0000		110.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=110.0, endLine=110.0, startOffset=31.0, endOffset=44.0}	15min	AZ8ATP05L918jjhl3eMf	7ef916b0d33ef8ed40eac98b3c12bd90	OPEN
MINOR	2026-06-25T19:40:56+0000		111.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=111.0, endLine=111.0, startOffset=13.0, endOffset=26.0}	15min	AZ8ATP05L918jjhl3eMg	d21e3d6cf9d4b70cfeca286817e3427f	OPEN
MINOR	2026-06-25T19:40:56+0000		129.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=129.0, endLine=129.0, startOffset=26.0, endOffset=39.0}	15min	AZ8ATP05L918jjhl3eMh	db04b87411329382e62d11fd97560baf	OPEN
MINOR	2026-06-25T19:40:56+0000		136.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=136.0, endLine=136.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP05L918jjhl3eMj	b385d753904bdd302fc9fe1a277f003f	OPEN
MINOR	2026-06-25T19:40:56+0000		149.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=149.0, endLine=149.0, startOffset=26.0, endOffset=39.0}	15min	AZ8ATP05L918jjhl3eMk	289a331cb550a47d956180e07b086e36	OPEN
MINOR	2026-06-25T19:40:56+0000		152.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/TransportistaController.java		MAIN	{startLine=152.0, endLine=152.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP05L918jjhl3eMl	22b1f6ac9f26443c456feef25434e554	OPEN
MINOR	2026-06-25T19:40:56+0000		35.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=35.0, endLine=35.0, startOffset=26.0, endOffset=33.0}	15min	AZ8ATP0rL918jjhl3eMD	1f61c2e03a206ba78c2a974748faead1	OPEN
MINOR	2026-06-25T19:40:56+0000		36.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=36.0, endLine=36.0, startOffset=8.0, endOffset=15.0}	15min	AZ8ATP0rL918jjhl3eME	96a9bbb294fcf3c076b82cf0a5ee3f17	OPEN
MINOR	2026-06-25T19:40:56+0000		42.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=42.0, endLine=42.0, startOffset=31.0, endOffset=38.0}	15min	AZ8ATP0rL918jjhl3eMF	a7758ac7286db9dc8aeb352c973277b6	OPEN
MINOR	2026-06-25T19:40:56+0000		46.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=46.0, endLine=46.0, startOffset=13.0, endOffset=20.0}	15min	AZ8ATP0rL918jjhl3eMG	75f46b05afc2dec05a8e1032fc57a721	OPEN
MINOR	2026-06-25T19:40:56+0000		52.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=52.0, endLine=52.0, startOffset=31.0, endOffset=38.0}	15min	AZ8ATP0rL918jjhl3eMH	1f7d0b4ecb6c1d4ea89d798bb2c18296	OPEN
MINOR	2026-06-25T19:40:56+0000		54.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=54.0, endLine=54.0, startOffset=13.0, endOffset=20.0}	15min	AZ8ATP0rL918jjhl3eMI	cb618cbad0beafee7a99a7b20e67bf85	OPEN
MINOR	2026-06-25T19:40:56+0000		60.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=60.0, endLine=60.0, startOffset=31.0, endOffset=38.0}	15min	AZ8ATP0rL918jjhl3eMJ	17d80d893d76c878649cdde7dddb4f66	OPEN
MINOR	2026-06-25T19:40:56+0000		62.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=62.0, endLine=62.0, startOffset=13.0, endOffset=20.0}	15min	AZ8ATP0rL918jjhl3eMK	ce8cdfad92520493936643f6fa26d495	OPEN
MINOR	2026-06-25T19:40:56+0000		72.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=72.0, endLine=72.0, startOffset=26.0, endOffset=33.0}	15min	AZ8ATP0rL918jjhl3eML	83a7f8a4a9ff9d2c9eea5c9afbecbf17	OPEN
MINOR	2026-06-25T19:40:56+0000		73.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=73.0, endLine=73.0, startOffset=8.0, endOffset=15.0}	15min	AZ8ATP0rL918jjhl3eMM	8cd946b034178b9201e2f1ad5905ed60	OPEN
MINOR	2026-06-25T19:40:56+0000		83.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=83.0, endLine=83.0, startOffset=26.0, endOffset=33.0}	15min	AZ8ATP0rL918jjhl3eMN	c3757f1e8f4945067a0ff334dc02c826	OPEN
MINOR	2026-06-25T19:40:56+0000		84.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=84.0, endLine=84.0, startOffset=8.0, endOffset=15.0}	15min	AZ8ATP0rL918jjhl3eMO	0fdfeb5612e68a824fb7bb6dd2d917e2	OPEN
MINOR	2026-06-25T19:40:56+0000		95.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=95.0, endLine=95.0, startOffset=26.0, endOffset=33.0}	15min	AZ8ATP0rL918jjhl3eMP	a1fd226705fbc2141778a913e2e1d753	OPEN
MINOR	2026-06-25T19:40:56+0000		98.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/controller/UsuarioController.java		MAIN	{startLine=98.0, endLine=98.0, startOffset=8.0, endOffset=15.0}	15min	AZ8ATP0rL918jjhl3eMQ	62d50b715d3d55d3879532e9c82f742d	OPEN
MINOR	2026-06-25T19:40:56+0000		19.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=19.0, endLine=19.0, startOffset=13.0, endOffset=26.0}	15min	AZ8ATP4WL918jjhl3ePT	655293c73613b336c97faa3cb06f6ccd	OPEN
MINOR	2026-06-25T19:40:56+0000		21.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=21.0, endLine=21.0, startOffset=13.0, endOffset=26.0}	15min	AZ8ATP4WL918jjhl3ePW	607eacfdb50467868a9c5b7f7d438236	OPEN
MINOR	2026-06-25T19:40:56+0000		26.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=26.0, endLine=26.0, startOffset=28.0, endOffset=35.0}	15min	AZ8ATP4WL918jjhl3ePX	dfca0babb977d400b8f458c1eabebce5	OPEN
MINOR	2026-06-25T19:40:56+0000		29.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=29.0, endLine=29.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePY	7919c084273743a35246c304afd98ccc	OPEN
MINOR	2026-06-25T19:40:56+0000		30.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=30.0, endLine=30.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePZ	3ad08188405ac8447b03e76dfc149e48	OPEN
MINOR	2026-06-25T19:40:56+0000		33.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=33.0, endLine=33.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePa	abc67b8d8ec1bbdb2a22d7a3fc6ddf2b	OPEN
MINOR	2026-06-25T19:40:56+0000		34.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=34.0, endLine=34.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePb	a298e533198fdda41138439ed7db2815	OPEN
MINOR	2026-06-25T19:40:56+0000		35.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=35.0, endLine=35.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePc	d0f412c3f5c44ee2832d58c432b7fb2c	OPEN
MINOR	2026-06-25T19:40:56+0000		38.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=38.0, endLine=38.0, startOffset=9.0, endOffset=22.0}	15min	AZ8ATP4WL918jjhl3ePd	59e53541b1a3e9dc9ba11824836b6cde	OPEN
MINOR	2026-06-25T19:40:56+0000		39.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=39.0, endLine=39.0, startOffset=13.0, endOffset=26.0}	15min	AZ8ATP4WL918jjhl3ePe	86f1ab595129c2bad7430ac04c1d9c58	OPEN
MINOR	2026-06-25T19:40:56+0000		40.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=40.0, endLine=40.0, startOffset=13.0, endOffset=26.0}	15min	AZ8ATP4WL918jjhl3ePf	03ba816990935955156ce9390706fcac	OPEN
MINOR	2026-06-25T19:40:56+0000		40.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/TransportistaRepository.java		MAIN	{startLine=40.0, endLine=40.0, startOffset=60.0, endOffset=67.0}	15min	AZ8ATP4WL918jjhl3ePg	03ba816990935955156ce9390706fcac	OPEN
MINOR	2026-06-25T19:40:56+0000		19.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/UsuarioRepository.java		MAIN	{startLine=19.0, endLine=19.0, startOffset=9.0, endOffset=16.0}	15min	AZ8ATP4cL918jjhl3ePj	afcbbff6e5edd639d7a5a93d64571750	OPEN
MINOR	2026-06-25T19:40:56+0000		21.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/UsuarioRepository.java		MAIN	{startLine=21.0, endLine=21.0, startOffset=9.0, endOffset=16.0}	15min	AZ8ATP4cL918jjhl3ePk	d0c72be724314fc01c2068c79dd71151	OPEN
MINOR	2026-06-25T19:40:56+0000		23.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/UsuarioRepository.java		MAIN	{startLine=23.0, endLine=23.0, startOffset=9.0, endOffset=16.0}	15min	AZ8ATP4cL918jjhl3ePl	562fbc1bc5d70cb02e877350c74b159d	OPEN
MINOR	2026-06-25T19:40:56+0000		25.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/UsuarioRepository.java		MAIN	{startLine=25.0, endLine=25.0, startOffset=9.0, endOffset=16.0}	15min	AZ8ATP4cL918jjhl3ePm	04da4533158dc5e312bba3a2e1a09775	OPEN
MINOR	2026-06-25T19:40:56+0000		27.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Usuario""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/repository/UsuarioRepository.java		MAIN	{startLine=27.0, endLine=27.0, startOffset=9.0, endOffset=16.0}	15min	AZ8ATP4cL918jjhl3ePn	3445445b134f55b1cd69e2228ccddd01	OPEN
MAJOR	2026-06-25T19:40:56+0000		80.0	chat02jselvis@gmail.com	java:S1854	backend-astramaco	15min		"Remove this useless assignment to local variable ""transportista""."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / unused / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=80.0, endLine=80.0, startOffset=36.0, endOffset=77.0}	15min	AZ8ATP3zL918jjhl3eOx	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
MINOR	2026-06-25T19:40:56+0000		80.0	chat02jselvis@gmail.com	java:S1874	backend-astramaco	15min		"Remove this use of ""Transportista""; it is deprecated."	2026-06-25T11:58:36+0000	CODE_SMELL	false	"cert / cwe / obsolete / "	backend-astramaco:src/main/java/com/example/backendastramaco/service/CargaService.java		MAIN	{startLine=80.0, endLine=80.0, startOffset=8.0, endOffset=21.0}	15min	AZ8ATP3zL918jjhl3eOy	6d3c01a3ffc6c6eba2093a32e36bd4e4	OPEN
